year,country_name,gdp,hte,hdi,gr_cap,labor,sec_srv,mob_sub,ter_enr,sci_art,pop,infl,ict_exp,edu_exp,fdi,trade,inet_usr,rnd_exp,p_a,cc,ge,pv,rl,rq,va,foreign_assets,new_business_density,innovation_score,competitiveness_score,ctfp,cwtfp,economic_freedom
1989,Bangladesh,4.97E+12,,,8.01E+13,,,,4,,109433799,8.33797325,,,4280854830,9.11E+13,,,32,,,,,,,230661014,,,,,,
2020,Equatorial Guinea,4.84E+12,,0.668,3.66E+13,615098,27.38180962,47,,2,1716468,-10.16854575,,,-4.44E+11,3.77E+14,94405740,,,-1.539570451,-1.215559959,-0.221560776,-1.158342361,-1.714255929,-1.810531259,-2.52E+11,,,40.75540016,,,48.3
1990,Bangladesh,5.25E+12,,0.397,8.64E+13,36220330,,,4,,111633717,6.532735292,,7.98E+12,53811691500,9.96E+13,,,32,,,,,,,10300850463,,,,,,
2019,Equatorial Guinea,5.09E+12,,0.667,5.8E+13,632837,16.16595127,40,5,4,1670177,-3.163689834,,,3.68E+13,4.83E+14,82005691,,,-1.563867688,-1.041347861,-0.147898287,-1.284753442,-1.69174087,-1.878974199,-84607344962,,,40.77781403,,,41
1991,Bangladesh,5.43E+12,,0.395,9.17E+13,37309118,,,,,113787109,2.729531995,,7.74E+12,24388649520,1.03E+14,,,36,,,,,,,28794608198,,,,,,
2018,Equatorial Guinea,5.38E+12,,0.663,6.82E+13,612000,8.04245426,39,6,3,1616422,9.513834297,,,-5.93E+12,5.58E+14,,,,-1.543421268,-1.196211457,-0.090152286,-1.423177361,-1.655249238,-1.873484969,1.02E+11,,,40.55119325,,,42
1992,Bangladesh,5.73E+12,,0.411,9.92E+13,38438786,,0,,,115952192,2.5821619,,9.35E+12,67256310480,1.14E+14,,,72,,,,,,,50926772500,,,,,,
2017,Equatorial Guinea,5.74E+12,,0.661,8.01E+13,590654,,39,,3,1562396,12.74238316,,,1.81E+13,5.88E+14,40934775,,,-1.645761371,-1.172330379,-0.172019884,-1.368349314,-1.575709939,-1.971175432,79726757782,,,39.93147797,,,45
1993,Bangladesh,6E+12,,0.419,1.08E+14,39605055,,0,,,118132360,0.155518173,,1.02E+13,2.54E+11,1.39E+14,,,36,,,,,,,76101736766,,,,,,
2016,Equatorial Guinea,6.09E+12,,0.659,1.01E+14,568815,4.641337342,41,,5,1508186,-6.285422111,,,9.51E+13,5.64E+14,35894827,,,-1.603169918,-1.164369941,-0.14674297,-1.390627146,-1.55810082,-1.947863102,1.62E+11,,,40.7,,,43.7
2016,Equatorial Guinea,6.09E+12,,0.659,1.01E+14,568815,4.641337342,41,,5,1508186,-6.285422111,,,9.51E+13,5.64E+14,35894827,,,-1.603169918,-1.164369941,-0.14674297,-1.390627146,-1.55810082,-1.947863102,1.62E+11,,,62,,,43.7
2016,Equatorial Guinea,6.09E+12,,0.659,1.01E+14,568815,4.641337342,41,,5,1508186,-6.285422111,,,9.51E+13,5.64E+14,35894827,,,-1.603169918,-1.164369941,-0.14674297,-1.390627146,-1.55810082,-1.947863102,1.62E+11,,,40.7,,,43.7
2016,Equatorial Guinea,6.09E+12,,0.659,1.01E+14,568815,4.641337342,41,,5,1508186,-6.285422111,,,9.51E+13,5.64E+14,35894827,,,-1.603169918,-1.164369941,-0.14674297,-1.390627146,-1.55810082,-1.947863102,1.62E+11,,,62,,,43.7
1994,Bangladesh,6.23E+12,,0.426,1.15E+14,40831150,,0,,,120343179,3.966216316,,,2.06E+11,1.42E+14,,,39,,,,,,,1.15E+11,,,,,,
2015,Equatorial Guinea,6.67E+12,,0.656,1.64E+14,546508,2.751177332,40,,4,1453923,-20.19275037,,,6.01E+13,6.6E+14,30968560,,,-1.572475553,-1.179073334,-0.207799196,-1.3342067,-1.488685846,-1.999409199,8.48E+11,,,38.3,,,40.4
2014,Equatorial Guinea,7.34E+12,,0.652,2.1E+14,523848,2.143120441,40,,2,1399828,-1.273842647,,,5.66E+12,7.66E+14,26456749,,,-1.540791154,-1.162660003,-0.374146551,-1.317109466,-1.465663552,-1.975282669,1.63E+12,,,39.2,,,44.4
2013,Equatorial Guinea,7.31E+12,,0.644,2.21E+14,501058,0.742821742,41,,2,1346218,-1.072673757,,,1.94E+13,7.81E+14,22077975,,,-1.315907359,-1.35611558,0.120355181,-1.168515444,-1.543533206,-1.969981074,2.38E+12,,,,,,42.3
2012,Equatorial Guinea,7.63E+12,,0.635,3.55E+14,478485,,42,,2,1293483,4.854782044,,,3.36E+13,8.9E+14,17979414,,,-1.239950657,-1.253587604,0.232703447,-1.049776435,-1.600315809,-1.905040979,2.28E+12,,,39.5,,,42.8
2011,Equatorial Guinea,7.04E+12,,0.624,2.69E+14,456452,0.805259958,42,,2,1241835,17.04510657,,,6.51E+13,8.05E+14,14281102,,,-1.22866559,-1.257892609,0.150343806,-1.008374453,-1.487338662,-1.899613738,1.57E+12,,,,,,47.5
2010,Equatorial Guinea,6.61E+12,,0.612,2.8E+14,434210,,36,,3,1189085,24.90653418,,,1.11E+14,9.56E+14,7134510,,,-1.234830737,-1.256140471,0.236128226,-1.010709286,-1.548465967,-1.860194325,1.16E+12,,,,,,48.6
2009,Equatorial Guinea,7.26E+12,,0.615,3.89E+14,412118,,19,,2,1135673,-20.83023096,,,7.9E+13,8.87E+14,2418983,,,-1.220263124,-1.256609201,0.3733024,-0.98819977,-1.471023321,-1.806868672,1.55E+12,,,,,,51.3
2008,Equatorial Guinea,7.16E+12,,0.613,2.02E+14,391518,,18,,1,1084530,19.84003893,,,-2.88E+13,9.21E+14,1973845,,,-1.198916078,-1.262657881,0.207544371,-0.87139225,-1.445690989,-1.894067049,2.24E+12,,,,,,51.6
2007,Equatorial Guinea,6.08E+12,,0.603,1.84E+14,372458,,16,,3,1036044,3.037653859,,,5.78E+13,8.15E+14,1616229,,,-1.212375522,-1.272187829,0.256654739,-0.98628068,-1.452512741,-1.887979507,1.8E+12,,,,,,53.2
2006,Equatorial Guinea,5.27E+12,,0.591,1.43E+14,354826,,13,,3,990343,12.9763712,,,2.45E+13,6.25E+14,1267639,,,-1.362626076,-1.274285555,0.1687904,-1.093562722,-1.50492835,-1.826265454,1.57E+12,,,,,,51.5
2005,Equatorial Guinea,4.9E+12,,0.566,1.9E+14,338510,,11,,1,947367,59.32905067,,,4.59E+13,6.42E+14,1089472,,,-1.426847577,-1.186232328,-0.386098802,-1.238877058,-1.468349099,-1.683500171,1.24E+12,,,,,,53.3
2004,Equatorial Guinea,4.19E+12,,0.552,,321068,,7,,4,899917,16.92276351,,,3.24E+13,,759530,,,-1.380372643,-1.192216873,-0.059478026,-1.196568251,-1.558325887,-1.638940096,4.99E+11,,,,,,53.3
2003,Equatorial Guinea,3.04E+12,,0.541,,302232,,5,,1,847862,0.635621902,,,8.44E+13,,441736,,,-1.2759372,-1.106022835,0.114630744,-1.2268852,-1.43353641,-1.663450122,1.53E+11,,,,,,53.1
2002,Equatorial Guinea,2.67E+12,,0.536,,284107,,4,,0,797957,-1.582890271,,,4.78E+13,,256144,,,-1.222882509,-1.142499089,-0.514396369,-1.244333625,-1.486513615,-1.623729467,1.04E+11,,,,,,46.4
2001,Equatorial Guinea,2.23E+12,,0.521,,266662,,2,,2,749836,-11.97152744,,,1.44E+14,,123723,,,,,,,,,53586875401,,,,,,47.9
2000,Equatorial Guinea,1.37E+12,,0.508,,249893,,1,2,,703279,64.7350223,,,2.02E+13,,92833,,,-1.212374926,-1.061323404,-0.035038944,-1.3358922,-1.646770358,-1.599229217,16021001597,,,,,,45.6
1999,Equatorial Guinea,1.16E+12,,,,236770,,0,,2,667214,39.15762567,,,2.88E+13,,64987,,,,,,,,,4902469907,,,,,,45.1
1998,Equatorial Guinea,9.2E+11,,,,227220,,0,,,641474,-31.56591498,,2.01E+12,6.82E+13,,60555,,,-1.187924623,-1.041311145,-0.080597825,-1.352814674,-1.630005002,-1.561029911,-3043923784,,,,,,
1997,Equatorial Guinea,7.43E+11,,,,218174,,0,,1,616893,-13.14717367,,,8.98E+12,,25601,,,,,,,,,-11958769488,,,,,,
1996,Equatorial Guinea,2.97E+11,,,,209630,,0,,1,593492,0.821196362,,,4.81E+13,,,,,-1.264369369,-0.958404481,-0.131352261,-1.283217788,-1.43762958,-1.524699688,-11605779601,,,,,,
1995,Equatorial Guinea,1.78E+11,,,,201587,,,,,571264,7.680834092,,,1.59E+13,,,,,,,,,,,-14170342147,,,,,,
2025,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6
2024,Eritrea,,,,,1709561,,,,,,,,,,,,,,,,,,,,,,,30.75872208,,,39.5
2023,Eritrea,,,0.503,,1663860,0.288152052,,,,3470390,,,,,,69407800,,,-1.475264907,-1.793756127,-0.792767763,-1.762055755,-2.362993002,-1.862361073,,,,30.13358115,,,39.5
2022,Eritrea,,,0.499,,1619790,0.879908091,,,34,3409447,,,,,,63756659,,,-1.282246232,-1.731297612,-0.957195044,-1.773059487,-2.369392633,-1.882927895,,,,31.28047253,,,39.7
2021,Eritrea,,,0.496,,1565482,0.895473471,50,,33,3350183,,,,,,61643367,,,-1.257548571,-1.695973754,-1.055682182,-1.583521962,-2.279725552,-1.930262685,,,,34.47653507,,,42.3
2020,Eritrea,,,0.495,,1511734,0.91150197,51,,38,3291271,,,,,,47065175,,,-1.340578318,-1.643217921,-0.992741048,-1.490068078,-2.15805459,-2.063122272,,,,35.85545823,,,38.5
2019,Eritrea,,,0.495,,1493025,0.925870488,37,,27,3240194,,,,,,36290173,,,-1.407732368,-1.802595377,-0.705968797,-1.630799532,-2.192136765,-2.205235481,,,,34.23680557,,,38.9
2018,Eritrea,,,0.49,,1464433,0.313208635,,,21,3192760,,,,,,16921628,,,-1.322522044,-1.76837337,-0.609360635,-1.619516611,-2.193431616,-2.184137821,,,,33.94275223,,,41.7
2017,Eritrea,,,0.48,,1441854,,20,,14,3150347,,,,,,7875868,,,-1.231316328,-1.797552109,-0.733444452,-1.593086004,-2.170877934,-2.166392803,,,,35.08077886,,,42.2
2016,Eritrea,,,0.485,,1426498,,15,3,9,3124698,,,,,,3687144,,,-1.344418287,-1.781511307,-0.662282407,-1.662272573,-2.110893965,-2.17071104,,,,32.7,,,42.7
2016,Eritrea,,,0.485,,1426498,,15,3,9,3124698,,,,,,3687144,,,-1.344418287,-1.781511307,-0.662282407,-1.662272573,-2.110893965,-2.17071104,,,,30.7,,,42.7
2016,Eritrea,,,0.485,,1426498,,15,3,9,3124698,,,,,,3687144,,,-1.344418287,-1.781511307,-0.662282407,-1.662272573,-2.110893965,-2.17071104,,,,32.7,,,42.7
2016,Eritrea,,,0.485,,1426498,,15,3,9,3124698,,,,,,3687144,,,-1.344418287,-1.781511307,-0.662282407,-1.662272573,-2.110893965,-2.17071104,,,,30.7,,,42.7
1960,Barbados,3375845649,,,,,,,,,230893,,,,,,,,,,,,,,,,,,,,,
2015,Eritrea,,,0.48,,1419966,,14,3,10,3105546,,,,,,3353990,,,-1.339490652,-1.679695249,-0.878453434,-1.525414467,-2.066944361,-2.10669589,,,,33,,,38.9
1961,Barbados,3635668615,,,,,,,,,233148,-0.94799927,,,,,,,,,,,,,,,,,,,,
2014,Eritrea,,,0.497,,1413680,,13,4,8,3095173,,,,,,3064221,,,-0.885516047,-1.680772066,-0.805872619,-1.567037106,-2.085847378,-2.113125324,10372200323,,,32.3,,,38.5
1962,Barbados,3965087772,,,,,,,,,235224,-4.635720641,,,,,,,,,,,,,,,,,,,,
2013,Eritrea,,,0.479,,1411308,,11,,11,3074360,,,,,,2766924,,,-0.909558475,-1.552027225,-0.772372127,-1.431133866,-2.227406979,-2.196506262,8157710120,,,37.2,,,36.3
1963,Barbados,3763723919,,,,,,,,,237557,18.5347352,,,,,,,,,,,,,,,,,,,,
2012,Eritrea,,,0.483,,1390071,,9,,4,3036988,,,,,,2429590,,,-0.778626442,-1.512514591,-0.702197254,-1.425428391,-2.204118252,-2.208767176,8253390780,,,32,,,36.2
1964,Barbados,3952093625,,,,,,,,,239958,-5.377452499,,,,,,,,,,,,,,,,,,1.201248169,1.540881991,
2011,Eritrea,31749400000,,0.48,4.01E+11,1370456,0.333501752,8,,12,2998485,19.53822815,,,59962500013,1.5E+12,2098940,,,-0.641272008,-1.492120028,-0.76640439,-1.361762047,-2.164820433,-2.226054192,7017057170,,,,,,36.7
2010,Eritrea,29213708500,,0.465,3.62E+11,1344056,0.339537129,6,4,10,2945186,-16.2281997,,,1.67E+11,1.09E+12,1796563,,,-0.550964773,-1.399127483,-0.875592828,-1.353037119,-2.163246393,-2.198292255,5743764354,,,,,,35.3
1965,Barbados,4404009346,,,,,,,,,242417,-5.045227698,,,,,,,,,,,,,,,,,,1.203628063,1.498050928,
2009,Eritrea,28586467000,,0.462,2.65E+11,1316115,,5,3,7,2887885,29.50450714,,,1.4E+11,8E+11,1559458,,,-0.473421842,-1.399344325,-0.680884719,-1.314685941,-2.206664562,-2.202777863,4030641413,,,,,,38.5
1966,Barbados,4580318189,,,,,,,,,244996,3.633466682,,,,,,,,,,,,,,26200000,,,,1.208060861,1.47883904,
2008,Eritrea,27519666700,,0.457,3.5E+11,1279777,,4,,10,2816327,16.0762201,,,77762332321,8.41E+11,1323674,,,-0.358149886,-1.338564634,-0.710803747,-1.308455467,-2.083861828,-2.15996933,2898412501,,,,,,
1967,Barbados,5067487068,,,,,,,,,247091,1.647356024,,,,,,,,,,,,,,33200000,,,,1.311816573,1.560970426,
2007,Eritrea,30503869400,,0.472,3.87E+11,1240437,,3,,17,2743222,7.288208261,,,16679088734,1.05E+12,1124721,,,-0.411584377,-1.345759273,-1.04984796,-1.275266886,-2.018736362,-2.115926266,2488242414,,,,,,
1968,Barbados,5418249469,,,,,,,,,248540,7.773042011,,,,,,,,,,,,,,51500000,,,,1.293280363,1.539235115,
2006,Eritrea,30074756100,,0.473,4.11E+11,1225932,,2,,21,2703502,11.39400395,,63969009022,38179679233,1.36E+12,,,,-0.345739335,-1.33474803,-0.900216937,-1.180051565,-2.019072771,-2.084116697,2747106748,,,,,,
1969,Barbados,5825615397,,,,,,,,,249444,4.590911056,,,,,,,,,,,,,,6400000,,,,1.433699727,1.705871105,
2005,Eritrea,30369098600,,0.474,6.18E+11,1209721,,1,,12,2661215,7.623689359,,,3957930277,1.86E+12,,,,-0.318069249,-0.984283984,-0.795017481,-0.975512564,-1.709820509,-2.184898615,3126725638,,,,,,
1970,Barbados,6379596641,,,,,,,,,249387,7.344036751,,,41716239322,,,,,,,,,,,16400000,,,,1.532196045,1.853510261,
2004,Eritrea,29606884300,,,6E+11,1180346,,1,2,12,2598284,24.79928568,,93231187168,64346214811,1.94E+12,,,,-0.148119673,-1.052772284,-0.639386833,-0.933583379,-1.591026902,-1.907014132,3994146278,,,,,,
1971,Barbados,6629212551,,,,,,,3,,249168,6.81246017,,40773966336,55553198194,,,,,,,,,,,7700000,,,,1.560901165,1.782428026,
2003,Eritrea,29183221100,,,7.75E+11,1122394,,,,14,2493903,21.87284176,,,83835202694,2.16E+12,,,,-0.048502833,-0.84239763,-0.719599485,-0.817993104,-1.508441091,-1.932921529,3507461587,,,,,,
1972,Barbados,6713655505,,,,,,,4,,249658,9.893303348,,45590554617,60123113209,,,,,,,,,,,14810000,,,,1.556191206,1.739787698,
2002,Eritrea,29979326900,,,8.86E+11,1065022,,,2,12,2392978,16.14866736,,1.06E+11,93582087472,2.3E+12,543206,,,0.125430346,-0.739994645,-0.267155766,-0.734666824,-1.214292169,-1.824391365,3130440915,,,,,,
1973,Barbados,6803665513,,,,,,,5,,250322,22.77413432,,45737098587,14689952877,,,,,,,,,,,-19461062,,,,1.445429921,1.743609428,
2001,Eritrea,29104608500,,,1.03E+12,1021603,,,2,7,2312079,15.07726958,,1.18E+11,46929775134,2.1E+12,365308,,,,,,,,,2769807923,,,,,,
1974,Barbados,6487237831,,,,,,,5,,250777,31.42139426,,48808354515,4988492040,,,,,,,,,,,-5458294,,,,1.242447972,1.637395024,
2000,Eritrea,26761520800,,,5.89E+11,990129,,,2,5,2247031,24.97759475,8241677,,1.06E+11,1.82E+12,307843,,,0.496908665,-1.15839386,-0.768895209,-0.795131266,-1.136425018,-1.470739365,1018069692,,,,,,
1999,Eritrea,27629640200,,,1.26E+12,979669,,,2,4,2212780,2.318561492,6411408,1.45E+11,3.34E+11,2.66E+12,56426,,,,,,,,,1258361537,,,,,,
1998,Eritrea,27625916200,,,8.92E+11,972893,,,1,10,2180419,9.109172939,6808774,1.28E+11,168578728,2.62E+12,19122,,,0.516642094,-1.100677967,-0.970755875,-0.63481617,-1.117519617,-1.231638193,1045838843,,,,,,
1997,Eritrea,27144752900,,,8.49E+11,969915,,,,1,2152135,3.897151791,,,1.61E+11,3.13E+12,19412,,,,,,,,,2067310228,,,,,,
1996,Eritrea,25155299600,,,6.94E+11,970756,,,1,4,2128464,9.074834889,,41218217241,1.33E+11,2.93E+12,,,,0.50568527,-1.149679661,-0.936975658,-0.655131698,-1.131253242,-1.363928318,2886380067,,,,,,
1975,Barbados,6363980312,,,,,,,,,251175,29.36072843,,,7103530038,,,,,,,,,,,26564984,,,,1.490368366,1.765978336,
1995,Eritrea,23023583200,,,5.19E+11,917213,,,2,,2025267,9.810040354,,,,2.42E+12,,,,,,,,,,2632190429,,,,,,
1976,Barbados,6641463282,,,,,,,,,251442,3.02098256,,39482170255,10508903138,,,,,,,,,,,-15838427,,,,1.098272085,1.346352458,
2025,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9
1977,Barbados,6883359040,,,,,,,,,251626,9.750335757,,44859951781,6831950239,,,,,,,,,,,-33606005,,,,1.104581833,1.269177914,
2024,Estonia,,,,,756167,,,,,,,,,,,,,,,,,,,,8785174750,,52.3079349,57.13927179,,,77.8
1978,Barbados,7219056283,,,,,,,,,251551,6.717506174,1655720,,11734413220,,,,,,,,,,,14391089,,,,1.046862245,1.218277693,
2023,Estonia,24853108000,2085454295,0.905,6.94E+11,755414,112224.0175,,,,1370286,8.054783147,2972526273,,3.22E+11,3.85E+12,127710655,,,1.538122296,1.263469934,0.660533905,1.426388979,1.429643512,1.219925523,8863792118,,53.37655977,56.6838683,,,78.6
2022,Estonia,25627847000,2331439433,0.902,6.61E+11,735699,104101.3019,155,71,1842,1348840,15.78242251,2534794409,,1.25E+11,4.47E+12,123418860,45670105105,,1.544712782,1.342632174,0.727880895,1.426283956,1.558964491,1.201954246,9808256199,24.319065,50.18536036,54.54174076,,,80
2021,Estonia,25612370000,2681060611,0.899,7.35E+11,703200,96297.93258,149,73,1878,1330932,5.372329156,2112662032,1.35E+11,5.2E+11,4.11E+12,121114812,45273962518,25,1.506608486,1.343293428,0.748589516,1.389358044,1.547994375,1.179385662,11892094901,29.41683807,49.91540087,56.06500984,,,78.2
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,56.11,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,40.45,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,48.28,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,56.11,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,56.11,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,40.45,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,48.28,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,56.11,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,56.11,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,40.45,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,48.28,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,56.11,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,56.11,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,40.45,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,48.28,59.38314079,,,77.7
2020,Estonia,23902293000,2169488523,0.901,7.45E+11,700345,84354.37699,145,72,1794,1329522,0.753341078,1132862515,1.32E+11,2.87E+11,3.28E+12,118460410,41904304638,21,1.58082056,1.299006701,0.709816992,1.335088134,1.529534817,1.167182088,9877402247,24.13533549,56.11,59.38314079,,,77.7
2019,Estonia,24612058000,1737778171,0.901,6.55E+11,700344,83313.11073,147,73,1694,1326898,3.822676117,1042233673,1.29E+11,2.4E+11,3.45E+12,119686200,39885807920,31,1.525247574,1.139766812,0.630197763,1.242725968,1.580124617,1.179304481,6698424213,24.73998101,49.97,54.9210748,0.63934809,0.646392465,76.6
1979,Barbados,7788856984,,,,,,,,,251269,12.37833345,3490960,,35211579137,,,,,,,,,,,41524350,,,,1.000952959,1.211312532,
2018,Estonia,23727805000,1911072435,0.897,6.31E+11,702066,48893.43763,146,72,1504,1321977,4.849077774,961384281,1.24E+11,96813201034,3.4E+12,118184744,33455966657,24,1.468503714,1.150558114,0.580415547,1.203457355,1.544832945,1.190202832,3999322750,23.59595214,50.51,54.42497315,0.624489963,0.637266159,78.8
1980,Barbados,8129468748,,,,,,,,,251524,44.67810205,3520000,,23530375953,,,,,,,,,,,68766150,,,,0.960473835,1.190101147,
2017,Estonia,22881268000,1846642347,0.894,5.81E+11,697564,29131.21763,145,72,1590,1317384,3.741096673,733775808,1.14E+11,1.45E+11,3.31E+12,116061530,29215946703,37,1.202630877,1.072290301,0.64237076,1.248477578,1.634040952,1.214544058,2910572929,21.80908749,50.93,53.72894197,0.608082891,0.625879586,79.1
1981,Barbados,7975029038,,,,,,,14,,252270,12.20028903,3916000,,26697838519,,,,,,,,,,,-23022707,,,,0.913456619,1.185035348,
2016,Estonia,21660755000,2107825808,0.89,5.19E+11,691079,10786.67569,144,73,1575,1315790,2.438529959,576274434,1.12E+11,81644423042,3.2E+12,114736888,26925617959,29,1.231093168,1.054597974,0.662796259,1.192592263,1.687963724,1.208197594,1399670466,19.47763457,51.73,53.6,0.604605734,0.613998711,77.2
